|2|2022-02-03|The PA was taken by an ambulance after the animal bit off a part of their calf.
|23|2022-02-05|The animal was really shy but at the end they allowed to pet themselves.
|24|2022-02-05|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|3|2022-02-06|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|7|2022-02-06|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|18|2022-02-06|The animal was really shy but at the end they allowed to pet themselves.
|34|2022-02-08|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|42|2022-02-09|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|57|2022-02-09|The animal was really shy but at the end they allowed to pet themselves.
|49|2022-02-10|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|50|2022-02-10|The PA was taken by an ambulance after the animal bit off a part of their calf.
|13|2022-02-11|The animal almost froze out of boredom. The PA did not seem to mind it though.
|101|2022-02-11|The animal was really shy but at the end they allowed to pet themselves.
|107|2022-02-11|The animal almost froze out of boredom. The PA did not seem to mind it though.
|1|2022-02-13|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|48|2022-02-13|
|92|2022-02-13|
|119|2022-02-13|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|131|2022-02-13|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|36|2022-02-14|The PA was taken by an ambulance after the animal bit off a part of their calf.
|132|2022-02-14|
|134|2022-02-14|The animal almost froze out of boredom. The PA did not seem to mind it though.
|18|2022-02-15|
|113|2022-02-15|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|134|2022-02-15|The PA was taken by an ambulance after the animal bit off a part of their calf.
|4|2022-02-16|The animal was really shy but at the end they allowed to pet themselves.
|147|2022-02-16|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|152|2022-02-16|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|22|2022-02-17|
|74|2022-02-17|The PA was taken by an ambulance after the animal bit off a part of their calf.
|115|2022-02-17|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|209|2022-02-17|
|76|2022-02-18|
|201|2022-02-18|The animal was really shy but at the end they allowed to pet themselves.
|210|2022-02-18|
|234|2022-02-18|
|4|2022-02-19|The animal almost froze out of boredom. The PA did not seem to mind it though.
|134|2022-02-19|
|36|2022-02-20|The animal almost froze out of boredom. The PA did not seem to mind it though.
|41|2022-02-20|The animal almost froze out of boredom. The PA did not seem to mind it though.
|64|2022-02-20|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|71|2022-02-20|The PA was taken by an ambulance after the animal bit off a part of their calf.
|98|2022-02-20|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|112|2022-02-20|The animal was really shy but at the end they allowed to pet themselves.
|133|2022-02-20|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|146|2022-02-20|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|225|2022-02-20|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|247|2022-02-20|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|264|2022-02-20|
|267|2022-02-20|
|38|2022-02-21|The animal almost froze out of boredom. The PA did not seem to mind it though.
|53|2022-02-21|
|59|2022-02-21|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|112|2022-02-21|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|181|2022-02-21|The animal was really shy but at the end they allowed to pet themselves.
|227|2022-02-21|
|290|2022-02-21|The animal was really shy but at the end they allowed to pet themselves.
|35|2022-02-22|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|38|2022-02-22|The PA was taken by an ambulance after the animal bit off a part of their calf.
|108|2022-02-22|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|110|2022-02-22|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|138|2022-02-22|The PA was taken by an ambulance after the animal bit off a part of their calf.
|149|2022-02-22|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|158|2022-02-22|
|196|2022-02-22|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|203|2022-02-22|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|208|2022-02-22|The animal almost froze out of boredom. The PA did not seem to mind it though.
|283|2022-02-22|
|115|2022-02-23|The PA was taken by an ambulance after the animal bit off a part of their calf.
|171|2022-02-23|The animal almost froze out of boredom. The PA did not seem to mind it though.
|190|2022-02-23|
|265|2022-02-23|The PA was taken by an ambulance after the animal bit off a part of their calf.
|287|2022-02-23|The PA was taken by an ambulance after the animal bit off a part of their calf.
|303|2022-02-23|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|306|2022-02-23|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|310|2022-02-23|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|18|2022-02-24|The animal almost froze out of boredom. The PA did not seem to mind it though.
|252|2022-02-24|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|266|2022-02-24|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|268|2022-02-24|The animal almost froze out of boredom. The PA did not seem to mind it though.
|282|2022-02-24|The animal almost froze out of boredom. The PA did not seem to mind it though.
|294|2022-02-24|
|311|2022-02-24|The animal almost froze out of boredom. The PA did not seem to mind it though.
|357|2022-02-24|The animal was really shy but at the end they allowed to pet themselves.
|35|2022-02-25|The animal almost froze out of boredom. The PA did not seem to mind it though.
|228|2022-02-25|
|324|2022-02-25|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|365|2022-02-25|
|29|2022-02-26|The animal almost froze out of boredom. The PA did not seem to mind it though.
|70|2022-02-26|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|271|2022-02-26|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|278|2022-02-26|
|314|2022-02-26|
|370|2022-02-26|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|383|2022-02-26|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|384|2022-02-26|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|312|2022-02-27|
|325|2022-02-27|The animal almost froze out of boredom. The PA did not seem to mind it though.
|328|2022-02-27|The PA was taken by an ambulance after the animal bit off a part of their calf.
|343|2022-02-27|The animal was really shy but at the end they allowed to pet themselves.
|421|2022-02-27|The PA was taken by an ambulance after the animal bit off a part of their calf.
|97|2022-02-28|The PA was taken by an ambulance after the animal bit off a part of their calf.
|110|2022-02-28|The animal almost froze out of boredom. The PA did not seem to mind it though.
|239|2022-02-28|The animal was really shy but at the end they allowed to pet themselves.
|382|2022-02-28|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|394|2022-02-28|The animal almost froze out of boredom. The PA did not seem to mind it though.
|399|2022-02-28|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|120|2022-03-01|The PA was taken by an ambulance after the animal bit off a part of their calf.
|331|2022-03-01|The animal almost froze out of boredom. The PA did not seem to mind it though.
|364|2022-03-01|
|396|2022-03-01|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|397|2022-03-01|The PA was taken by an ambulance after the animal bit off a part of their calf.
|452|2022-03-01|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|85|2022-03-02|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|99|2022-03-02|The animal was really shy but at the end they allowed to pet themselves.
|288|2022-03-02|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|344|2022-03-02|
|441|2022-03-02|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|470|2022-03-02|The animal almost froze out of boredom. The PA did not seem to mind it though.
|93|2022-03-03|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|152|2022-03-03|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|229|2022-03-03|
|330|2022-03-03|The animal was really shy but at the end they allowed to pet themselves.
|447|2022-03-03|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|470|2022-03-03|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|13|2022-03-04|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|90|2022-03-04|The PA was taken by an ambulance after the animal bit off a part of their calf.
|191|2022-03-04|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|308|2022-03-04|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|334|2022-03-04|The PA was taken by an ambulance after the animal bit off a part of their calf.
|399|2022-03-04|The PA was taken by an ambulance after the animal bit off a part of their calf.
|447|2022-03-04|The PA was taken by an ambulance after the animal bit off a part of their calf.
|91|2022-03-05|The animal was really shy but at the end they allowed to pet themselves.
|147|2022-03-05|
|331|2022-03-05|The PA was taken by an ambulance after the animal bit off a part of their calf.
|440|2022-03-05|The PA was taken by an ambulance after the animal bit off a part of their calf.
|504|2022-03-05|The animal was really shy but at the end they allowed to pet themselves.
|505|2022-03-05|
|127|2022-03-06|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|147|2022-03-06|The PA was taken by an ambulance after the animal bit off a part of their calf.
|273|2022-03-06|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|399|2022-03-06|The PA was taken by an ambulance after the animal bit off a part of their calf.
|405|2022-03-06|The PA was taken by an ambulance after the animal bit off a part of their calf.
|423|2022-03-06|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|497|2022-03-06|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|520|2022-03-06|The animal was really shy but at the end they allowed to pet themselves.
|521|2022-03-06|The PA was taken by an ambulance after the animal bit off a part of their calf.
|549|2022-03-06|
|146|2022-03-07|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|329|2022-03-07|The PA was taken by an ambulance after the animal bit off a part of their calf.
|331|2022-03-07|The PA was taken by an ambulance after the animal bit off a part of their calf.
|416|2022-03-07|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|429|2022-03-07|The animal was really shy but at the end they allowed to pet themselves.
|430|2022-03-07|The animal almost froze out of boredom. The PA did not seem to mind it though.
|475|2022-03-07|The animal was really shy but at the end they allowed to pet themselves.
|521|2022-03-07|The animal was really shy but at the end they allowed to pet themselves.
|540|2022-03-07|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|542|2022-03-07|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|547|2022-03-07|
|568|2022-03-07|
|569|2022-03-07|
|315|2022-03-08|
|330|2022-03-08|The animal almost froze out of boredom. The PA did not seem to mind it though.
|460|2022-03-09|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|470|2022-03-09|The animal was really shy but at the end they allowed to pet themselves.
|616|2022-03-09|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|391|2022-03-10|The PA was taken by an ambulance after the animal bit off a part of their calf.
|421|2022-03-10|The PA was taken by an ambulance after the animal bit off a part of their calf.
|430|2022-03-10|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|536|2022-03-10|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|548|2022-03-10|
|608|2022-03-10|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|621|2022-03-10|The PA was taken by an ambulance after the animal bit off a part of their calf.
|364|2022-03-11|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|505|2022-03-11|The PA was taken by an ambulance after the animal bit off a part of their calf.
|512|2022-03-11|The animal almost froze out of boredom. The PA did not seem to mind it though.
|536|2022-03-11|The animal almost froze out of boredom. The PA did not seem to mind it though.
|607|2022-03-11|
|627|2022-03-11|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|71|2022-03-12|The PA was taken by an ambulance after the animal bit off a part of their calf.
|208|2022-03-12|
|295|2022-03-12|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|385|2022-03-12|The animal was really shy but at the end they allowed to pet themselves.
|388|2022-03-12|The animal was really shy but at the end they allowed to pet themselves.
|448|2022-03-12|The animal was really shy but at the end they allowed to pet themselves.
|469|2022-03-12|The animal was really shy but at the end they allowed to pet themselves.
|665|2022-03-12|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|669|2022-03-12|The PA was taken by an ambulance after the animal bit off a part of their calf.
|359|2022-03-13|The animal was really shy but at the end they allowed to pet themselves.
|381|2022-03-13|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|571|2022-03-13|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|644|2022-03-13|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|707|2022-03-13|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|18|2022-03-14|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|282|2022-03-14|The animal was really shy but at the end they allowed to pet themselves.
|619|2022-03-14|The animal almost froze out of boredom. The PA did not seem to mind it though.
|654|2022-03-14|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|665|2022-03-14|The animal almost froze out of boredom. The PA did not seem to mind it though.
|722|2022-03-14|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|723|2022-03-14|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|742|2022-03-14|The animal was really shy but at the end they allowed to pet themselves.
|370|2022-03-15|
|491|2022-03-15|The PA was taken by an ambulance after the animal bit off a part of their calf.
|492|2022-03-15|
|572|2022-03-15|
|586|2022-03-15|The animal almost froze out of boredom. The PA did not seem to mind it though.
|693|2022-03-15|The animal was really shy but at the end they allowed to pet themselves.
|709|2022-03-15|The animal almost froze out of boredom. The PA did not seem to mind it though.
|748|2022-03-15|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|762|2022-03-15|The PA was taken by an ambulance after the animal bit off a part of their calf.
|763|2022-03-15|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|208|2022-03-16|The PA was taken by an ambulance after the animal bit off a part of their calf.
|442|2022-03-16|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|456|2022-03-16|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|460|2022-03-16|The PA was taken by an ambulance after the animal bit off a part of their calf.
|587|2022-03-16|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|608|2022-03-16|The animal was really shy but at the end they allowed to pet themselves.
|738|2022-03-16|The PA was taken by an ambulance after the animal bit off a part of their calf.
|739|2022-03-16|
|749|2022-03-16|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|750|2022-03-16|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|765|2022-03-16|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|769|2022-03-16|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|773|2022-03-16|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|359|2022-03-17|The animal was really shy but at the end they allowed to pet themselves.
|543|2022-03-17|The animal was really shy but at the end they allowed to pet themselves.
|582|2022-03-17|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|583|2022-03-17|The animal almost froze out of boredom. The PA did not seem to mind it though.
|589|2022-03-17|The PA was taken by an ambulance after the animal bit off a part of their calf.
|680|2022-03-17|
|712|2022-03-17|The animal was really shy but at the end they allowed to pet themselves.
|720|2022-03-17|
|814|2022-03-17|The animal almost froze out of boredom. The PA did not seem to mind it though.
|816|2022-03-17|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|18|2022-03-18|
|506|2022-03-18|The animal almost froze out of boredom. The PA did not seem to mind it though.
|564|2022-03-18|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|589|2022-03-18|The animal was really shy but at the end they allowed to pet themselves.
|630|2022-03-18|The animal jumped on the PA out of excitement. The PA tripped over but they seemed very happy.
|641|2022-03-18|
|644|2022-03-18|The animal almost froze out of boredom. The PA did not seem to mind it though.
|674|2022-03-18|
|680|2022-03-18|The animal almost froze out of boredom. The PA did not seem to mind it though.
|753|2022-03-18|It was mostly successful but the animal pissed on the PAs leg. Not sure if it is a good sign.
|755|2022-03-18|The animal almost froze out of boredom. The PA did not seem to mind it though.
|766|2022-03-18|The animal was really shy but at the end they allowed to pet themselves.
|62|2022-03-19|
